"","Dt","DE_SIN","Gn","DNA","Exp","Imp","years","meses","dias_sem","year_month","dia_mes"
"2858",2007-10-28,123596283.86,124584639.29,211760,1212514.71,12399.28,2007,"10","domingo",oct. 2007,31
"2859",2007-10-29,148314904.48,148582161.56,177210,469594.86,25127.78,2007,"10","lunes",oct. 2007,31
"2860",2007-10-30,151857319.1,151970772.94,203000,337093.2,20639.36,2007,"10","martes",oct. 2007,31
"2861",2007-10-31,149629378.42,150622210.3,258870,1251701.88,NA,2007,"10","miércoles",oct. 2007,31
"2862",2007-11-01,147849982.72,150499983.18,115520,2765520.46,NA,2007,"11","jueves",nov. 2007,30
"2863",2007-11-02,149745270.82,152822864.47,110010,3192275.74,4672.09,2007,"11","viernes",nov. 2007,30
"2864",2007-11-03,142368162.44,146570014.44,124900,4326752,NA,2007,"11","sábado",nov. 2007,30
"2865",2007-11-04,127400218.5,131778766.5,19820,4398368,NA,2007,"11","domingo",nov. 2007,30
"2866",2007-11-05,130331105.52,134554033.52,84720,4307648,NA,2007,"11","lunes",nov. 2007,30
"2867",2007-11-06,150859692.22,155237234.03,41940,4419481.81,NA,2007,"11","martes",nov. 2007,30
"2868",2007-11-07,152972505.01,157773020.65,102870,4903385.64,NA,2007,"11","miércoles",nov. 2007,30
"2869",2007-11-08,152230893.4,156629020.97,51680,4449807.57,NA,2007,"11","jueves",nov. 2007,30
"2870",2007-11-09,151381923.42,156303715.42,104480,5026272,NA,2007,"11","viernes",nov. 2007,30
"2871",2007-11-10,142664461.86,144310782.27,27060,1690051.35,16670.94,2007,"11","sábado",nov. 2007,30
"2872",2007-11-11,126549675.23,124499656.11,418180,368538,2000377.12,2007,"11","domingo",nov. 2007,30
"2873",2007-11-12,130818957.8,132556950.88,5050,1750167.71,7124.63,2007,"11","lunes",nov. 2007,30
"2874",2007-11-13,152623261.98,155335436.83,48490,2793500.38,32835.53,2007,"11","martes",nov. 2007,30
"2875",2007-11-14,153106517.92,157802317.92,121960,4817760,NA,2007,"11","miércoles",nov. 2007,30
"2876",2007-11-15,154986272.23,159822053.72,15820,4851601.49,NA,2007,"11","jueves",nov. 2007,30
"2877",2007-11-16,156267037.55,160947273.96,26460,4706696.41,NA,2007,"11","viernes",nov. 2007,30
"2878",2007-11-17,148829645.33,151593309.53,7670,2775174.09,3839.89,2007,"11","sábado",nov. 2007,30
"2879",2007-11-18,131348742.42,130271022.66,167820,78648.32,988548.08,2007,"11","domingo",nov. 2007,30
"2880",2007-11-19,154370467.48,153259337.56,113000,228973.73,1227103.65,2007,"11","lunes",nov. 2007,30
"2881",2007-11-20,156729424.9,156673504.81,92070,192910.38,156760.47,2007,"11","martes",nov. 2007,30
"2882",2007-11-21,157062008.55,158147278.35,287530,1384813.67,12013.87,2007,"11","miércoles",nov. 2007,30
"2883",2007-11-22,156996629.01,156183379.44,568050,632161.02,877360.59,2007,"11","jueves",nov. 2007,30
"2884",2007-11-23,157464315.05,155351768.26,683360,NA,1429186.79,2007,"11","viernes",nov. 2007,30
"2885",2007-11-24,148680488.98,147352514.5,383580,84.58,944479.06,2007,"11","sábado",nov. 2007,30
"2886",2007-11-25,132986241.86,132253479.59,346290,409.59,386881.86,2007,"11","domingo",nov. 2007,30
"2887",2007-11-26,156118602.48,155975458.96,44360,451.2,99234.72,2007,"11","lunes",nov. 2007,30
"2888",2007-11-27,158156990.69,157497656.24,49020,1056.33,611370.78,2007,"11","martes",nov. 2007,30
"2889",2007-11-28,157968633.02,159549389.44,21270,1608434.86,6408.44,2007,"11","miércoles",nov. 2007,30
"2890",2007-11-29,157181107.74,161052663.55,41940,3913495.81,NA,2007,"11","jueves",nov. 2007,30
"2891",2007-11-30,157526145.77,161295859.47,302850,4072563.7,NA,2007,"11","viernes",nov. 2007,30
"2892",2007-12-01,145848356.61,145390682.03,468510,24990.86,14155.44,2007,"12","sábado",dic. 2007,31
"2893",2007-12-02,128722945.38,129538464.54,379850,1201814.97,6445.81,2007,"12","domingo",dic. 2007,31
"2894",2007-12-03,152993126.19,156652618.29,310890,3972787.12,2405.02,2007,"12","lunes",dic. 2007,31
"2895",2007-12-04,154843191.78,158799854.78,109060,4069666.08,3943.08,2007,"12","martes",dic. 2007,31
"2896",2007-12-05,156045611.64,159234119.42,123050,3313277.12,1719.34,2007,"12","miércoles",dic. 2007,31
"2897",2007-12-06,156737133.49,161459865.48,69720,4792451.99,NA,2007,"12","jueves",dic. 2007,31
"2898",2007-12-07,155159054.92,160348848.92,50750,5240544,NA,2007,"12","viernes",dic. 2007,31
"2899",2007-12-08,137814878.07,143217890.07,36860,5439872,NA,2007,"12","sábado",dic. 2007,31
"2900",2007-12-09,132312309.12,135989266.99,129190,3806828.27,680.4,2007,"12","domingo",dic. 2007,31
"2901",2007-12-10,156165395.28,158929408.7,118340,2882353.42,NA,2007,"12","lunes",dic. 2007,31
"2902",2007-12-11,159636426.77,162146139.61,53330,2570117.7,7074.86,2007,"12","martes",dic. 2007,31
"2903",2007-12-12,159593055.7,162676173.14,40400,3124752.61,1235.17,2007,"12","miércoles",dic. 2007,31
"2904",2007-12-13,159806896.21,163388670.66,336120,3919176.64,1282.19,2007,"12","jueves",dic. 2007,31
"2905",2007-12-14,158096497.25,161095430.43,753250,3754603.64,2420.46,2007,"12","viernes",dic. 2007,31
"2906",2007-12-15,147027330.54,150792761.86,75430,3845685.32,4824,2007,"12","sábado",dic. 2007,31
"2907",2007-12-16,132868505.83,132819091.01,269970,230242.14,9686.96,2007,"12","domingo",dic. 2007,31
"2908",2007-12-17,154169854.11,159100491.05,113330,5043966.94,NA,2007,"12","lunes",dic. 2007,31
"2909",2007-12-18,156606149.57,161366613.05,55200,4815663.48,NA,2007,"12","martes",dic. 2007,31
"2910",2007-12-19,155468547.47,160309136.41,30010,4870598.94,NA,2007,"12","miércoles",dic. 2007,31
"2911",2007-12-20,155227958.99,160194920.99,81390,5048352,NA,2007,"12","jueves",dic. 2007,31
"2912",2007-12-21,155057035.93,160153825.93,33930,5130720,NA,2007,"12","viernes",dic. 2007,31
"2913",2007-12-22,146144031.56,150643145.68,92590,4592389.54,685.42,2007,"12","sábado",dic. 2007,31
"2914",2007-12-23,132565259.18,136936113.63,382750,4753604.45,NA,2007,"12","domingo",dic. 2007,31
"2915",2007-12-24,136587478.18,138854755.96,551730,2822473.54,3465.76,2007,"12","lunes",dic. 2007,31
"2916",2007-12-25,117992963.93,117952852.28,59180,24568.13,5499.78,2007,"12","martes",dic. 2007,31
"2917",2007-12-26,144854161.67,144800264.26,54730,8510.85,7678.26,2007,"12","miércoles",dic. 2007,31
"2918",2007-12-27,149376515.05,149151474.7,108460,15136.04,131716.39,2007,"12","jueves",dic. 2007,31
"2919",2007-12-28,148402245.1,148389238.56,22110,26857.43,17753.97,2007,"12","viernes",dic. 2007,31
"2920",2007-12-29,140801894.64,139634072.79,50640,3679.56,1120861.41,2007,"12","sábado",dic. 2007,31
"2921",2007-12-30,128827751.34,130564604.8,26050,1764997.43,2093.97,2007,"12","domingo",dic. 2007,31
"2922",2007-12-31,131218454.16,134056863.56,17290,2857670.11,1970.71,2007,"12","lunes",dic. 2007,31
"2923",2008-01-01,112414295.64,116578972.28,26660,4192360.78,1024.14,2008,"1","martes",ene. 2008,31
"2924",2008-01-02,135481693.26,139667422.83,35700,4222918.26,1488.69,2008,"1","miércoles",ene. 2008,31
"2925",2008-01-03,141009781.68,141316300.63,34920,349990,8551.05,2008,"1","jueves",ene. 2008,31
"2926",2008-01-04,142967228.8,143575850.42,41700,659486.86,9165.24,2008,"1","viernes",ene. 2008,31
"2927",2008-01-05,137873106.16,139226762.71,5950,1364650.82,5044.27,2008,"1","sábado",ene. 2008,31
"2928",2008-01-06,124960142.58,125483357.92,1870,539211.29,14125.95,2008,"1","domingo",ene. 2008,31
"2929",2008-01-07,125463673.76,125432973.26,5410,823.24,26113.74,2008,"1","lunes",ene. 2008,31
"2930",2008-01-08,143815863.53,143732801.38,55720,869.69,28211.84,2008,"1","martes",ene. 2008,31
"2931",2008-01-09,145669209.18,145564960.05,86570,6012.97,23692.1,2008,"1","miércoles",ene. 2008,31
"2932",2008-01-10,144114771.08,145541334.93,29950,1472831.23,16317.38,2008,"1","jueves",ene. 2008,31
"2933",2008-01-11,146187375.26,149795482.7,12540,3625407.78,4760.34,2008,"1","viernes",ene. 2008,31
"2934",2008-01-12,138930706.69,138885401.35,23820,7120.1,28605.44,2008,"1","sábado",ene. 2008,31
"2935",2008-01-13,125290920.41,128475378.64,81010,3272422.18,6953.95,2008,"1","domingo",ene. 2008,31
"2936",2008-01-14,147348807.8,150015626.25,29590,2707353.45,10945,2008,"1","lunes",ene. 2008,31
"2937",2008-01-15,150734943.05,155252396.8,216250,4733703.75,NA,2008,"1","martes",ene. 2008,31
"2938",2008-01-16,150295753.32,153900104.07,526030,4141304.94,10924.19,2008,"1","miércoles",ene. 2008,31
"2939",2008-01-17,149931589.86,152304439.01,378380,2756337.13,5107.98,2008,"1","jueves",ene. 2008,31
"2940",2008-01-18,150452548.97,152737120.31,9340,2299529.1,5617.76,2008,"1","viernes",ene. 2008,31
"2941",2008-01-19,142890259.39,145807630.29,16540,2934942.12,1031.22,2008,"1","sábado",ene. 2008,31
"2942",2008-01-20,127689266.55,132292248.28,12330,4615311.73,NA,2008,"1","domingo",ene. 2008,31
"2943",2008-01-21,149495067.42,153618758.21,63710,4189273.98,1873.19,2008,"1","lunes",ene. 2008,31
"2944",2008-01-22,152594906.9,155686291.03,104940,3197769.74,1445.61,2008,"1","martes",ene. 2008,31
"2945",2008-01-23,153793632.99,158129183.58,18820,4355239.79,869.2,2008,"1","miércoles",ene. 2008,31
"2946",2008-01-24,152655901.12,156501695.83,268790,4115827.21,1242.5,2008,"1","jueves",ene. 2008,31
"2947",2008-01-25,153885775.67,157261956.59,507710,3884572.55,681.63,2008,"1","viernes",ene. 2008,31
"2948",2008-01-26,143259169.02,144211920.28,483020,1442101.13,6329.87,2008,"1","sábado",ene. 2008,31
"2949",2008-01-27,127342732.18,129944083.99,474170,3081099.29,5577.48,2008,"1","domingo",ene. 2008,31
"2950",2008-01-28,149321911.73,152522541.42,471100,3677991.74,6262.05,2008,"1","lunes",ene. 2008,31
"2951",2008-01-29,151267549.07,151882207.96,41470,671290.96,15162.07,2008,"1","martes",ene. 2008,31
"2952",2008-01-30,151459423.76,151299228.44,132130,4490,32555.32,2008,"1","miércoles",ene. 2008,31
"2953",2008-01-31,149863687.35,148790679.1,33790,1134.42,1040352.67,2008,"1","jueves",ene. 2008,31
"2954",2008-02-01,149840640.17,148735956.68,35650,719.58,1069753.07,2008,"2","viernes",feb. 2008,29
"2955",2008-02-02,139417563,139354396.72,41260,7125.94,29032.22,2008,"2","sábado",feb. 2008,29
"2956",2008-02-03,124343900.35,124651271.84,26100,360432.48,26960.99,2008,"2","domingo",feb. 2008,29
"2957",2008-02-04,147952055.05,152518560.4,7630,4584345.84,10210.49,2008,"2","lunes",feb. 2008,29
"2958",2008-02-05,151244239.68,151146827.25,98160,22899.99,22152.42,2008,"2","martes",feb. 2008,29
"2959",2008-02-06,154435590.7,154397105.05,16440,591.11,22636.76,2008,"2","miércoles",feb. 2008,29
"2960",2008-02-07,154479181.97,154545946.63,32090,119644.26,20789.6,2008,"2","jueves",feb. 2008,29
"2961",2008-02-08,155892239.82,159063023.75,56160,3232138.44,5194.51,2008,"2","viernes",feb. 2008,29
"2962",2008-02-09,147259685.33,147153606.34,130520,28243.43,3802.42,2008,"2","sábado",feb. 2008,29
"2963",2008-02-10,131423170.81,132289179.95,61440,931873.94,4424.8,2008,"2","domingo",feb. 2008,29
"2964",2008-02-11,151631918.61,154405257.55,7350,2785627.53,4938.59,2008,"2","lunes",feb. 2008,29
"2965",2008-02-12,154734961.28,158853622.92,50010,4172866.48,4194.84,2008,"2","martes",feb. 2008,29
"2966",2008-02-13,155647843.6,158619596.52,74970,3057249.95,10527.03,2008,"2","miércoles",feb. 2008,29
"2967",2008-02-14,156137566.74,155957336.66,193680,25428.34,11978.42,2008,"2","jueves",feb. 2008,29
"2968",2008-02-15,156278351.97,156267111.96,37630,28033.32,1643.33,2008,"2","viernes",feb. 2008,29
"2969",2008-02-16,146757285.17,146682011.68,95410,23540.04,3403.53,2008,"2","sábado",feb. 2008,29
"2970",2008-02-17,129314411.76,128618535.91,696410,13566.25,13032.1,2008,"2","domingo",feb. 2008,29
"2971",2008-02-18,152008136.3,151210475.32,378850,14421.26,433232.24,2008,"2","lunes",feb. 2008,29
"2972",2008-02-19,152958443.58,151867778,134490,134.41,956309.99,2008,"2","martes",feb. 2008,29
"2973",2008-02-20,152781241.23,151989682.73,96200,597.25,695955.75,2008,"2","miércoles",feb. 2008,29
"2974",2008-02-21,152833545.77,152259250.67,114880,222.89,459637.99,2008,"2","jueves",feb. 2008,29
"2975",2008-02-22,153361544.6,152769799.04,116380,1855.97,477221.53,2008,"2","viernes",feb. 2008,29
"2976",2008-02-23,146406375.63,145632294.24,64260,211.37,710032.76,2008,"2","sábado",feb. 2008,29
"2977",2008-02-24,130728870.45,130509626.99,137350,58487.79,140381.25,2008,"2","domingo",feb. 2008,29
"2978",2008-02-25,152729497,151807943.2,171460,2479.92,752573.72,2008,"2","lunes",feb. 2008,29
"2979",2008-02-26,155117737.26,154804179.34,114540,NA,199017.92,2008,"2","martes",feb. 2008,29
"2980",2008-02-27,156057678.38,155829723.53,292330,260748.52,196373.37,2008,"2","miércoles",feb. 2008,29
"2981",2008-02-28,152300481.9,152205194.58,87910,5335.45,12712.77,2008,"2","jueves",feb. 2008,29
"2982",2008-02-29,150769542.46,150668668.36,94400,6220.9,12695,2008,"2","viernes",feb. 2008,29
"2983",2008-03-01,141517464.52,141498056.39,33680,38112.74,23840.87,2008,"3","sábado",mar. 2008,31
"2984",2008-03-02,127012075.53,127221922.31,6400,240168.18,23921.4,2008,"3","domingo",mar. 2008,31
"2985",2008-03-03,149056082.34,148582393.1,235390,3325.28,241624.52,2008,"3","lunes",mar. 2008,31
"2986",2008-03-04,151081529.15,150792738.76,260540,1212.57,29462.96,2008,"3","martes",mar. 2008,31
"2987",2008-03-05,150706237.43,149986294.07,156710,1479.66,564713.02,2008,"3","miércoles",mar. 2008,31
"2988",2008-03-06,149842050.13,149673014.46,72910,129466.59,225592.26,2008,"3","jueves",mar. 2008,31
"2989",2008-03-07,150139337.32,149693582.31,57330,165229.28,553654.29,2008,"3","viernes",mar. 2008,31
"2990",2008-03-08,142224968.83,142039208.23,134980,173065.71,223846.31,2008,"3","sábado",mar. 2008,31
"2991",2008-03-09,125596645.56,125120688.13,590690,140234.95,25502.38,2008,"3","domingo",mar. 2008,31
"2992",2008-03-10,147376256.93,147123580.5,40520,107839.44,319995.87,2008,"3","lunes",mar. 2008,31
"2993",2008-03-11,149492479,149215399.57,37680,73513.72,312913.15,2008,"3","martes",mar. 2008,31
"2994",2008-03-12,149005219.8,148730076.61,154990,1645.08,121798.27,2008,"3","miércoles",mar. 2008,31
"2995",2008-03-13,149286086.08,149193403.53,85810,28840.62,35713.17,2008,"3","jueves",mar. 2008,31
"2996",2008-03-14,149296956.56,150157804.14,30770,905530.04,13912.46,2008,"3","viernes",mar. 2008,31
"2997",2008-03-15,140498324.47,140570579.95,52390,128873.52,4228.04,2008,"3","sábado",mar. 2008,31
"2998",2008-03-16,127212367.16,127851613.05,113510,767198.97,14443.08,2008,"3","domingo",mar. 2008,31
"2999",2008-03-17,146195153.14,146551321.86,235030,596368.14,5169.42,2008,"3","lunes",mar. 2008,31
"3000",2008-03-18,146499709.92,146641622.23,51990,212658.59,18756.28,2008,"3","martes",mar. 2008,31
"3001",2008-03-19,144595055.47,144653052.98,76680,148678.71,14001.2,2008,"3","miércoles",mar. 2008,31
"3002",2008-03-20,120496403.98,120595573.42,36090,147499.83,12240.39,2008,"3","jueves",mar. 2008,31
"3003",2008-03-21,111541436.52,111424800.31,131180,33028.13,18484.34,2008,"3","viernes",mar. 2008,31
"3004",2008-03-22,124363288.38,124398647.23,4050,41462.14,2053.29,2008,"3","sábado",mar. 2008,31
"3005",2008-03-23,120421317.04,120560184.77,88610,252208.5,24730.77,2008,"3","domingo",mar. 2008,31
"3006",2008-03-24,125737812.33,125891793.48,13430,176179.81,8768.66,2008,"3","lunes",mar. 2008,31
"3007",2008-03-25,148653858.03,148719582.08,197130,280750.23,17896.18,2008,"3","martes",mar. 2008,31
"3008",2008-03-26,152041251.54,152117008.11,32880,142788.12,34151.55,2008,"3","miércoles",mar. 2008,31
"3009",2008-03-27,152948705.08,152900998.83,34450,7108.97,20365.22,2008,"3","jueves",mar. 2008,31
"3010",2008-03-28,152508311.4,153454024.25,77700,1036484.69,13071.84,2008,"3","viernes",mar. 2008,31
"3011",2008-03-29,144545730.11,145452950.49,143670,1068244.24,17353.86,2008,"3","sábado",mar. 2008,31
"3012",2008-03-30,126484400.29,126255185.53,206370,4462.15,27306.91,2008,"3","domingo",mar. 2008,31
"3013",2008-03-31,147134883.76,147048930.21,160710,98288.4,23531.95,2008,"3","lunes",mar. 2008,31
"3014",2008-04-01,147244506.66,147120666.66,123840,NA,NA,2008,"4","martes",abr. 2008,30
"3015",2008-04-02,149499566.65,149431576.65,67990,NA,NA,2008,"4","miércoles",abr. 2008,30
"3016",2008-04-03,150610846.49,150545826.49,65020,NA,NA,2008,"4","jueves",abr. 2008,30
"3017",2008-04-04,152436668.97,152377088.97,59580,NA,NA,2008,"4","viernes",abr. 2008,30
"3018",2008-04-05,150067322.32,149965712.32,101610,NA,NA,2008,"4","sábado",abr. 2008,30
"3019",2008-04-06,132650305.73,132601705.73,48600,NA,NA,2008,"4","domingo",abr. 2008,30
"3020",2008-04-07,151189511.35,151097211.35,92300,NA,NA,2008,"4","lunes",abr. 2008,30
"3021",2008-04-08,154055735.02,153986835.02,68900,NA,NA,2008,"4","martes",abr. 2008,30
"3022",2008-04-09,153997343.7,153928243.7,69100,NA,NA,2008,"4","miércoles",abr. 2008,30
"3023",2008-04-10,153423406.45,153399586.45,23820,NA,NA,2008,"4","jueves",abr. 2008,30
"3024",2008-04-11,153065858.17,152958168.17,107690,NA,NA,2008,"4","viernes",abr. 2008,30
"3025",2008-04-12,145486900.02,145329390.02,157510,NA,NA,2008,"4","sábado",abr. 2008,30
"3026",2008-04-13,126359346.32,126178986.32,180360,NA,NA,2008,"4","domingo",abr. 2008,30
"3027",2008-04-14,149508854.68,149421324.68,87530,NA,NA,2008,"4","lunes",abr. 2008,30
"3028",2008-04-15,152011426.5,151827536.5,183890,NA,NA,2008,"4","martes",abr. 2008,30
"3029",2008-04-16,152834295.89,152785235.89,49060,NA,NA,2008,"4","miércoles",abr. 2008,30
"3030",2008-04-17,156270907.66,156199747.66,71160,NA,NA,2008,"4","jueves",abr. 2008,30
"3031",2008-04-18,156502714.79,156470774.79,31940,NA,NA,2008,"4","viernes",abr. 2008,30
"3032",2008-04-19,148609384.14,148597294.14,12090,NA,NA,2008,"4","sábado",abr. 2008,30
"3033",2008-04-20,129793215.83,129651415.83,141800,NA,NA,2008,"4","domingo",abr. 2008,30
"3034",2008-04-21,152897346.09,152358436.09,538910,NA,NA,2008,"4","lunes",abr. 2008,30
"3035",2008-04-22,155557976.7,155287466.7,270510,NA,NA,2008,"4","martes",abr. 2008,30
"3036",2008-04-23,155089059.16,154823879.16,265180,NA,NA,2008,"4","miércoles",abr. 2008,30
"3037",2008-04-24,154100670.28,153968630.28,132040,NA,NA,2008,"4","jueves",abr. 2008,30
"3038",2008-04-25,153455999.28,153415009.28,40990,NA,NA,2008,"4","viernes",abr. 2008,30
"3039",2008-04-26,146504375.46,146285255.46,219120,NA,NA,2008,"4","sábado",abr. 2008,30
"3040",2008-04-27,129792394.05,129673884.05,118510,NA,NA,2008,"4","domingo",abr. 2008,30
"3041",2008-04-28,151241726.35,151168736.35,72990,NA,NA,2008,"4","lunes",abr. 2008,30
"3042",2008-04-29,153871380.32,153824430.32,46950,NA,NA,2008,"4","martes",abr. 2008,30
"3043",2008-04-30,153089455.7,153071895.7,17560,NA,NA,2008,"4","miércoles",abr. 2008,30
"3044",2008-05-01,133258576.15,132389040.2,858320,5937.84,17153.79,2008,"5","jueves",may. 2008,31
"3045",2008-05-02,146480469.4,146432325.32,109190,80613.27,19567.35,2008,"5","viernes",may. 2008,31
"3046",2008-05-03,139900380.52,139821542.76,68720,8650.82,18768.58,2008,"5","sábado",may. 2008,31
"3047",2008-05-04,124326570.71,122926436.18,214160,2548.09,1188522.62,2008,"5","domingo",may. 2008,31
"3048",2008-05-05,127924553.98,127426322.04,57260,68542.42,509514.36,2008,"5","lunes",may. 2008,31
"3049",2008-05-06,149454714.05,149426661.79,31000,47824.57,44876.83,2008,"5","martes",may. 2008,31
"3050",2008-05-07,152521693.75,152174241.23,232610,12481.66,127324.18,2008,"5","miércoles",may. 2008,31
"3051",2008-05-08,153333324.35,153196476.05,30840,1675.94,107684.24,2008,"5","jueves",may. 2008,31
"3052",2008-05-09,153084454.4,153093448.37,10480,37573.14,18099.17,2008,"5","viernes",may. 2008,31
"3053",2008-05-10,146164113.32,145892661.28,249970,1637.98,23120.02,2008,"5","sábado",may. 2008,31
"3054",2008-05-11,126528527.3,124152935.97,474260,1030.33,1902361.66,2008,"5","domingo",may. 2008,31
"3055",2008-05-12,152131154.99,150965403.73,466990,233118.81,931880.07,2008,"5","lunes",may. 2008,31
"3056",2008-05-13,156026918.98,155712116.79,478980,176564.1,12386.29,2008,"5","martes",may. 2008,31
"3057",2008-05-14,156798955.65,156406397.49,543400,166644.15,15802.31,2008,"5","miércoles",may. 2008,31
"3058",2008-05-15,155918317.05,156174352.13,34340,314245.26,23870.18,2008,"5","jueves",may. 2008,31
"3059",2008-05-16,156138966.87,156450248.48,41230,367934.46,15422.85,2008,"5","viernes",may. 2008,31
